//以下全部出自网络和大佬资源，如有冒犯请联系删除。[所有内容仅供学习使用，请勿用于违法用途]
//本人无公众号、无盈利、无引流、免费分享给小白使用，请勿轻信他人，谨防上当受骗。
央卫咪咕,#genre#
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
半岛新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
CGTN记录,https://livedoc.cgtn.com/500d/prog_index.m3u8
CGTN俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN法语,https://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN西语,https://livees.cgtn.com/1000e/prog_index.m3u8
CGTN阿语,https://livear.cgtn.com/1000a/prog_index.m3u8
CGTN俄语,http://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN,http://live.cgtn.com/1000/prog_index.m3u8
韩·EBS-2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8
韩·EBS-2,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
韩·JobPlusTV,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8
韩·EBS-1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8
韩·EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
韩·EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8
韩·EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
韩·KBSWorld,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/01.m3u8
韩·TBS,https://cdntv.tbs.seoul.kr/tbs/_definst_/tbs_tv_web_720.smil/playlist.m3u8
韩·GSMyShop,https://gstv-myshop.gsshop.com/myshop_hd/myshop_hd.stream/playlist.m3u8
韩·KoreaTV,https://hlive.ktv.go.kr/live/klive_h.stream/playlist.m3u8
韩·SBS,http://1.245.74.5:1935/live/tv/.m3u8
俄·IGITV,http://hls-igi.cdnvideo.ru/igi/igi_hq/playlist.m3u8
Самара,http://live.guberniatv.cdnvideo.ru/guberniatv/guberniatv.sdp/playlist.m3u8
KBS World,https://kbsworld-ott.akamaized.net:443/hls/live/2002341/kbsworld/01.m3u8
KBS World,https://livecdn.fptplay.net:443/sdb/kbs_hls.smil/playlist.m3u8
TBS Seoul,https://cdntv.tbs.seoul.kr/tbs/tbs_tv_web.smil/playlist.m3u8
半岛新闻,https://live-hls-web-aje.getaj.net/AJE/02.m3u8
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
欧洲华文教育,http://hatu-video.oss-cn-hangzhou.aliyuncs.com/live-stream/20111114W.m3u8
欧洲华文8套,https://livefr.cgtn.com/1000f/prog_index.m3u8

🌠陕西地方,#genre#
SXBC生活,http://111.20.33.70/PLTV/88888893/224/3221226359/index.m3u8
SXBC新闻资讯,http://111.20.33.70/PLTV/88888893/224/3221226357/index.m3u8
SXBC都市青春,http://111.20.33.70/PLTV/88888893/224/3221226358/index.m3u8
SXBC影视,http://111.20.33.70/PLTV/88888893/224/3221226360/index.m3u8
SXBC公共,http://111.20.33.70/PLTV/88888893/224/3221226361/index.m3u8
SXBC乐家购物,http://111.20.33.70/PLTV/88888893/224/3221226362/index.m3u8
SXBC体育休闲,http://111.20.33.70/PLTV/88888893/224/3221226363/index.m3u8
SXBC西部电影,http://111.20.33.70/PLTV/88888893/224/3221226364/index.m3u8
SXBC公共,http://117.32.84.215:8022/rtp/239.112.205.22:5140
SXBC新闻资讯,http://117.32.84.215:8022/rtp/239.111.205.28:5140
SXBC都市频道,http://117.32.84.215:8022/rtp/239.111.205.243:5140
SXBC新闻资讯,http://117.32.84.215:8022/rtp/239.111.205.242:5140
SXBC西部电影,http://117.32.84.215:8022/rtp/239.111.205.41:5140
SXBC体育休闲,http://117.32.84.215:8022/rtp/239.111.205.36:5140
SXBC影视,http://117.32.84.215:8022/rtp/239.112.205.21:5140
SXBC生活,http://117.32.84.215:8022/rtp/239.112.205.20:5140
SXBC都市青春,http://117.32.84.215:8022/rtp/239.111.205.42:5140
西安丝路频道,http://111.20.33.70/PLTV/88888893/224/3221226370/index.m3u8
西安影视频道,http://111.20.33.70/PLTV/88888893/224/3221226369/index.m3u8
西安商务资讯,http://111.20.33.70/PLTV/88888893/224/3221226368/index.m3u8
西安都市频道,http://111.20.33.70/PLTV/88888893/224/3221226367/index.m3u8
西安新闻综合,http://111.20.33.70/PLTV/88888893/224/3221226366/index.m3u8
西安教育,http://117.32.84.215:8022/rtp/239.112.205.142:5140
西安丝路频道,http://117.32.84.215:8022/rtp/239.112.205.176:5140
睛彩三秦,http://117.32.84.215:8022/rtp/239.112.205.26:5140
曲艺大观,http://117.32.84.215:8022/rtp/239.111.205.31:5140
悦美生活,http://117.32.84.215:8022/rtp/239.111.205.30:5140
圆点影视,http://117.32.84.215:8022/rtp/239.111.205.64:5140
圆点生活,http://117.32.84.215:8022/rtp/239.111.205.15:5140
圆点导视,http://117.32.84.215:8022/rtp/239.112.205.237:5140
影视频道,http://117.32.84.215:8022/rtp/239.112.205.175:5140
商务资讯,http://117.32.84.215:8022/rtp/239.112.205.174:5140
乐家购物,http://117.32.84.215:8022/rtp/239.112.205.23:5140
陕视直播,http://111.20.33.70/PLTV/88888893/224/3221226408/index.m3u8
西乡融媒,http://111.20.33.70/PLTV/88888893/224/3221226556/index.m3u8
城固电视台,http://111.20.33.70/PLTV/88888893/224/3221226920/index.m3u8
洋县电视台-1,http://111.20.33.70/PLTV/88888893/224/3221226938/index.m3u8
佛坪电视台,http://111.20.33.70/PLTV/88888893/224/3221226454/index.m3u8
千阳,http://111.20.33.70/PLTV/88888893/224/3221226945/index.m3u8
宁强-1,http://111.20.33.70/PLTV/88888893/224/3221226390/index.m3u8
宁强-2HD,http://111.20.33.70/PLTV/88888893/224/3221226389/index.m3u8
综合-1,http://111.20.33.70/PLTV/88888893/224/3221226385/index.m3u8
M综合,http://111.20.33.70/PLTV/88888893/224/3221226952/index.m3u8
宝鸡1HD,http://111.20.33.70/PLTV/88888893/224/3221226383/index.m3u8
宝鸡1,http://111.20.33.70/PLTV/88888893/224/3221226381/index.m3u8
宝鸡2HD,http://111.20.33.70/PLTV/88888893/224/3221226384/index.m3u8
宝鸡2,http://111.20.33.70/PLTV/88888893/224/3221226382/index.m3u8
91,http://111.20.33.70/PLTV/88888893/224/3221226377/index.m3u8
ETV西安教育电视台,http://111.20.33.70/PLTV/88888893/224/3221226371/index.m3u8
NZTV-1http://111.20.33.70/PLTV/88888893/224/3221226955/index.m3u8
TCTV-1,http://111.20.33.70/PLTV/88888893/224/3221226379/index.m3u8
TCTV-2,http://111.20.33.70/PLTV/88888893/224/3221226380/index.m3u8
LBRTV,http://111.20.33.70/PLTV/88888893/224/3221226000/index.m3u8
延安YATV-1,http://111.20.33.70/PLTV/88888893/224/3221226386/index.m3u8
延安YATV-1,http://111.20.33.70/PLTV/88888893/224/3221226374/index.m3u8
延安YATV-2公共频道,http://111.20.33.70/PLTV/88888893/224/3221226387/index.m3u8
延安YATV-2公共频道,http://111.20.33.70/PLTV/88888893/224/3221226375/index.m3u8
LYTV-1,http://111.20.33.70/PLTV/88888893/224/3221226322/index.m3u8
商洛-1,http://111.20.33.70/PLTV/88888893/224/3221226378/index.m3u8
咸阳-1,http://111.20.33.70/PLTV/88888893/224/3221226372/index.m3u8
新闻综合,http://111.20.33.70/PLTV/88888893/224/3221226376/index.m3u8
杨凌电视台,http://111.20.33.70/PLTV/88888893/224/3221226373/index.m3u8
陕西汉中-1,http://111.20.33.70/PLTV/88888893/224/3221226331/index.m3u8
陕西汉中-2,http://111.20.33.70/PLTV/88888893/224/3221225990/index.m3u8
陕西汉中-3,http://111.20.33.70/PLTV/88888893/224/3221225991/index.m3u8
新市镇,http://111.20.33.70/PLTV/88888893/224/3221226348/index.m3u8
未知,http://111.20.33.70/PLTV/88888893/224/3221226341/index.m3u8
红狐,http://111.20.33.70/PLTV/88888893/224/3221226344/index.m3u8
CHC家庭影院,http://111.20.33.70/PLTV/88888893/224/3221226462/index.m3u8
CHC高清电影,http://111.20.33.70/PLTV/88888893/224/3221226463/index.m3u8
CHC动作电影,http://111.20.33.70/PLTV/88888893/224/3221226465/index.m3u8
精彩综艺,http://111.20.33.70/PLTV/88888893/224/3221226009/index.m3u8
精彩体育,http://111.20.33.70/PLTV/88888893/224/3221226010/index.m3u8
精彩电视剧,http://111.20.33.70/PLTV/88888893/224/3221226012/index.m3u8
原点生活,http://111.20.33.70/PLTV/88888893/224/3221226552/index.m3u8
曲艺大观,http://111.20.33.70/PLTV/88888893/224/3221226900/index.m3u8

🌠辽宁地方,#genre#
辽宁都市,http://59.44.135.122:9901/tsfile/live/1005_1.m3u8
辽宁都市,http://113.233.139.12:3155/tsfile/live/1021_1.m3u8
辽宁影视,http://59.44.135.122:9901/tsfile/live/1004_1.m3u8
辽宁北方,http://59.44.135.122:9901/tsfile/live/1006_1.m3u8
辽宁体育,http://59.44.135.122:9901/tsfile/live/1008_1.m3u8

🌠黑龙江地方,#genre#
哈尔滨新闻,https://stream.hrbtv.net/xwzh/playlist.m3u8
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8
佳木斯新闻,https://masterpull.hljtv.com/live/l9wQtsVs.m3u8
鸡东综合,https://masterpull.hljtv.com/live/o4NExHSz.m3u8
大兴安岭,https://masterpull.hljtv.com/live/H2kVyS15.m3u8
黑河综合,https://masterpull.hljtv.com/live/iyoENgSP.m3u8
七台河新闻,https://rmplive.hljtv.com/live/qitaihe.m3u8
七台河民生,http://live.qthnews.org.cn:1935/live/live2/800k/tzwj_video.m3u8
桦川综合,https://masterpull.hljtv.com/live/NYQcW0fS.m3u8
绥芬河综合,https://masterpull.hljtv.com/live/pXxFNIbi.m3u8
绥滨综合,https://masterpull.hljtv.com/live/DQiqZPCj.m3u8
友谊综合,https://masterpull.hljtv.com/live/LVpBWYXl.m3u8
龙江综合,https://masterpull.hljtv.com/live/vRSdDMSR.m3u8
虎林综合,https://masterpull.hljtv.com/live/SJJAEqBS.m3u8
密山综合,https://masterpull.hljtv.com/live/iYi97JTN.m3u8
依兰综合,https://masterpull.hljtv.com/live/4sTJDdbE.m3u8
依安综合,https://masterpull.hljtv.com/live/4hhgo1mX.m3u8
林口综合,https://masterpull.hljtv.com/live/pqheD07F.m3u8
尚志综合,https://masterpull.hljtv.com/live/EQnKvoc9.m3u8
绥化新闻,https://masterpull.hljtv.com/live/v4o2g1hs.m3u8
五常综合,https://masterpull.hljtv.com/live/R9bOklLT.m3u8
通河综合,https://masterpull.hljtv.com/live/b71kCDir.m3u8

黑龙江卫视,http://42.185.57.35:9000/udp/236.78.78.78:59783
黑龙江卫视,http://42.185.57.35:9000/udp/236.78.78.78:59799
黑龙江文体,http://42.185.57.35:9000/udp/236.78.78.78:59785
黑龙江新闻法治,http://42.185.57.35:9000/udp/236.78.78.78:59787
黑龙江影视,http://42.185.57.35:9000/udp/236.78.78.78:59784
黑龙江都市,http://42.185.57.35:9000/udp/236.78.78.78:59786
黑龙江公共农业,http://42.185.57.35:9000/udp/236.78.78.78:59788
黑龙江少儿,http://42.185.57.35:9000/udp/236.78.78.78:59789
哈尔滨新闻综合,http://42.185.57.35:9000/udp/236.78.78.78:59762
哈尔滨影视,http://42.185.57.35:9000/udp/236.78.78.78:59764
哈尔滨生活,http://42.185.57.35:9000/udp/236.78.78.78:59763
哈尔滨新闻综合,https://stream.hrbtv.net/xwzh/playlist.m3u8
哈尔滨生活,https://stream.hrbtv.net/shpd/sd/live.m3u8
哈尔滨影视,https://stream.hrbtv.net/yspd/sd/live.m3u8
哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8
黑龙江｜哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8?zheild
黑龙江｜哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8?zheild
黑龙江｜哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8?zheild
黑龙江｜哈尔滨生活,https://stream.hrbtv.net/shpd/sd/live.m3u8
黑龙江｜哈尔滨娱乐,http://stream.hrbtv.net/ylpd/sd/live.m3u8?zheild
黑龙江｜哈尔滨娱乐,https://stream.hrbtv.net/ylpd/sd/live.m3u8
黑龙江｜哈尔滨影视,https://stream.hrbtv.net/yspd/sd/live.m3u8
黑龙江｜哈尔滨都市资讯,https://stream.hrbtv.net/zxpd/sd/live.m3u8
哈尔滨新闻综合,https://rmplive.hljtv.com/live/haerbin.m3u8
宾县综合,https://rmplive.hljtv.com/live/binxian.m3u8
宾县综合,https://rmplive.hljtv.com/live/binxian.m3u8
巴彦电视台,https://rmplive.hljtv.com/live/bayan.m3u8
方正综合,https://rmplive.hljtv.com/live/fangzheng.m3u8
方正综合,https://rmplive.hljtv.com/live/fangzheng.m3u8
呼兰综合,https://rmplive.hljtv.com/live/hulan.m3u8
尚志新闻综合,https://rmplive.hljtv.com/live/shangzhi.m3u8
通河新闻,https://rmplive.hljtv.com/live/tonghe.m3u8
五常综合,https://rmplive.hljtv.com/live/wuchang.m3u8
五常综合,https://rmplive.hljtv.com/live/wuchang.m3u8
依兰新闻综合,https://rmplive.hljtv.com/live/yilan.m3u8
延寿综合,https://rmplive.hljtv.com/live/yanshou.m3u8
齐齐哈尔新闻综合,https://rmplive.hljtv.com/live/qiqihaer.m3u8
齐齐哈尔新闻综合,https://rmplive.hljtv.com/live/qiqihaer.m3u8
拜泉综合,https://rmplive.hljtv.com/live/baiquan.m3u8
拜泉综合,https://rmplive.hljtv.com/live/baiquan.m3u8
拜泉综合,https://rmplive.hljtv.com/live/baiquan.m3u8
富裕综合,https://rmplive.hljtv.com/live/fuyu.m3u8
富裕综合,https://rmplive.hljtv.com/live/fuyu.m3u8
甘南县综合,https://rmplive.hljtv.com/live/gannan.m3u8
克东综合,https://rmplive.hljtv.com/live/kedong.m3u8
克东综合,https://rmplive.hljtv.com/live/kedong.m3u8
克山综合,https://rmplive.hljtv.com/live/keshan.m3u8
克山综合,https://rmplive.hljtv.com/live/keshan.m3u8
龙江综合,https://rmplive.hljtv.com/live/longjiang.m3u8
龙江综合,https://rmplive.hljtv.com/live/longjiang.m3u8
讷河综合,https://rmplive.hljtv.com/live/nehe.m3u8
讷河综合,https://rmplive.hljtv.com/live/nehe.m3u8
泰来综合,https://rmplive.hljtv.com/live/tailai.m3u8
泰来综合,https://rmplive.hljtv.com/live/tailai.m3u8
依安综合,https://rmplive.hljtv.com/live/yian.m3u8
依安综合,https://rmplive.hljtv.com/live/yian.m3u8
牡丹江新闻综合,https://masterpull.hljtv.com/live/newLqQS9Lcp.m3u8
东宁综合,https://rmplive.hljtv.com/live/dongning.m3u8
东宁综合,https://rmplive.hljtv.com/live/dongning.m3u8
海林综合,https://rmplive.hljtv.com/live/hailin.m3u8
海林综合,https://rmplive.hljtv.com/live/hailin.m3u8
林口综合,https://rmplive.hljtv.com/live/linkou.m3u8
林口综合,https://rmplive.hljtv.com/live/linkou.m3u8
穆棱综合,https://rmplive.hljtv.com/live/muleng.m3u8
宁安综合,https://rmplive.hljtv.com/live/ningan.m3u8
宁安综合,https://rmplive.hljtv.com/live/ningan.m3u8
绥芬河综合,https://rmplive.hljtv.com/live/suifenhe.m3u8
绥芬河综合,https://rmplive.hljtv.com/live/suifenhe.m3u8
富锦电视台,https://rmplive.hljtv.com/live/fujin.m3u8
桦南综合,https://rmplive.hljtv.com/live/huanan.m3u8
同江电视台,https://rmplive.hljtv.com/live/tongjiang.m3u8
汤原综合,https://rmplive.hljtv.com/live/tangyuan.m3u8
汤原综合,https://rmplive.hljtv.com/live/tangyuan.m3u8
林甸综合,https://rmplive.hljtv.com/live/lindian.m3u8
林甸综合,https://rmplive.hljtv.com/live/lindian.m3u8
肇源综合,https://rmplive.hljtv.com/live/zhaoyuan.m3u8
肇源综合,https://rmplive.hljtv.com/live/zhaoyuan.m3u8
肇州综合,https://rmplive.hljtv.com/live/zhaozhou.m3u8
虎林综合,https://rmplive.hljtv.com/live/hulin.m3u8
虎林综合,https://rmplive.hljtv.com/live/hulin.m3u8
鸡东综合,https://rmplive.hljtv.com/live/jidong.m3u8
密山综合,https://rmplive.hljtv.com/live/mishan.m3u8
密山综合,https://rmplive.hljtv.com/live/mishan.m3u8
双鸭山新闻综合,https://masterpull.hljtv.com/live/BowdCSzZ.m3u8
宝清综合,https://rmplive.hljtv.com/live/baoqing.m3u8
宝清综合,https://rmplive.hljtv.com/live/baoqing.m3u8
饶河综合,https://rmplive.hljtv.com/live/raohe.m3u8
饶河综合,https://rmplive.hljtv.com/live/raohe.m3u8
友谊综合,https://rmplive.hljtv.com/live/youyi.m3u8
友谊综合,https://rmplive.hljtv.com/live/youyi.m3u8
伊春综合,https://rmplive.hljtv.com/live/yichun.m3u8
伊春综合,https://rmplive.hljtv.com/live/yichun.m3u8
嘉荫综合,https://rmplive.hljtv.com/live/jiayin.m3u8
铁力综合,https://rmplive.hljtv.com/live/tieli.m3u8
铁力综合,https://rmplive.hljtv.com/live/tieli.m3u8
七台河新闻综合,https://rmplive.hljtv.com/live/qitaihe.m3u8
七台河新闻综合,https://rmplive.hljtv.com/live/qitaihe.m3u8
勃利综合,https://rmplive.hljtv.com/live/boli.m3u8
勃利综合,https://rmplive.hljtv.com/live/boli.m3u8
鹤岗新闻综合,https://rmplive.hljtv.com/live/hegang.m3u8
鹤岗新闻综合,https://rmplive.hljtv.com/live/hegang.m3u8
萝北综合,https://rmplive.hljtv.com/live/luobei.m3u8
绥化新闻综合,https://rmplive.hljtv.com/live/suihua.m3u8
绥化新闻综合,https://rmplive.hljtv.com/live/suihua.m3u8
安达综合,https://rmplive.hljtv.com/live/anda.m3u8
安达综合,https://rmplive.hljtv.com/live/anda.m3u8
海伦综合,https://rmplive.hljtv.com/live/hailun.m3u8
海伦综合,https://rmplive.hljtv.com/live/hailun.m3u8
兰西综合,https://rmplive.hljtv.com/live/lanxi.m3u8
兰西综合,https://rmplive.hljtv.com/live/lanxi.m3u8
明水综合,https://rmplive.hljtv.com/live/mingshui.m3u8
庆安综合,https://rmplive.hljtv.com/live/qingan.m3u8
庆安综合,https://rmplive.hljtv.com/live/qingan.m3u8
青冈综合,https://rmplive.hljtv.com/live/qinggang.m3u8
青冈综合,https://rmplive.hljtv.com/live/qinggang.m3u8
绥棱综合,https://rmplive.hljtv.com/live/suileng.m3u8
绥棱综合,https://rmplive.hljtv.com/live/suileng.m3u8
望奎综合,https://rmplive.hljtv.com/live/wangkui.m3u8
望奎综合,https://rmplive.hljtv.com/live/wangkui.m3u8
肇东综合,https://rmplive.hljtv.com/live/zhaodong.m3u8
肇东综合,https://rmplive.hljtv.com/live/zhaodong.m3u8
黑河新闻综合,https://rmplive.hljtv.com/live/heihe.m3u8
黑河新闻综合,https://rmplive.hljtv.com/live/heihe.m3u8
北安综合,https://rmplive.hljtv.com/live/beian.m3u8
北安综合,https://rmplive.hljtv.com/live/beian.m3u8
嫩江综合,https://rmplive.hljtv.com/live/nenjiang.m3u8
嫩江综合,https://rmplive.hljtv.com/live/nenjiang.m3u8
五大连池综合,https://rmplive.hljtv.com/live/wudalianchi.m3u8
五大连池综合,https://rmplive.hljtv.com/live/wudalianchi.m3u8
大兴安岭新闻综合,https://rmplive.hljtv.com/live/daxinganling.m3u8
呼玛综合,https://rmplive.hljtv.com/live/huma.m3u8
呼玛综合,https://rmplive.hljtv.com/live/huma.m3u8
塔河综合,https://rmplive.hljtv.com/live/tahe.m3u8
塔河综合,https://rmplive.hljtv.com/live/tahe.m3u8
漠河综合,https://rmplive.hljtv.com/live/mohe.m3u8
漠河综合,https://rmplive.hljtv.com/live/mohe.m3u8
巴彦综合,https://rmplive.hljtv.com/live/bayan.m3u8
依兰综合,https://rmplive.hljtv.com/live/yilan.m3u8
通河综合,https://rmplive.hljtv.com/live/tonghe.m3u8
通河综合,https://rmplive.hljtv.com/live/tonghe.m3u8
尚志综合,https://rmplive.hljtv.com/live/shangzhi.m3u8
延寿综合,https://rmplive.hljtv.com/live/yanshou.m3u8
甘南综合,https://rmplive.hljtv.com/live/gannan.m3u8
穆棱新闻综合,https://rmplive.hljtv.com/live/muleng.m3u8
同江综合,https://rmplive.hljtv.com/live/tongjiang.m3u8
富锦综合,https://rmplive.hljtv.com/live/fujin.m3u8
桦南综合,https://rmplive.hljtv.com/live/huanan.m3u8
肇州综合,https://rmplive.hljtv.com/live/zhaozhou.m3u8
鸡东综合,https://rmplive.hljtv.com/live/jidong.m3u8
嘉荫综合,https://rmplive.hljtv.com/live/jiayin.m3u8
明水综合,https://rmplive.hljtv.com/live/mingshui.m3u8
大兴安岭新闻综合,https://rmplive.hljtv.com/live/daxinganling.m3u8


🌠吉林地方,#genre#
长春文旅体育,https://p2bj.vzan.com:443/slowlive/077592635708642635/live.m3u8
长春市民生活,https://p2bj.vzan.com:443/slowlive/317775187203351257/live.m3u8
吉林|德惠综合,http://stream11.jlntv.cn/dehuitv/sd/live.m3u8
吉林|九台综合,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8
吉林|双阳综合,http://stream11.jlntv.cn/shuangyang/sd/live.m3u8
吉林|榆树综合频道,http://stream11.jlntv.cn/yushuds/sd/live.m3u8
吉林|抚松综合频道,http://stream8.jlntv.cn/fs/sd/live.m3u8
吉林|靖宇综合频道,http://stream8.jlntv.cn/jytv/sd/live.m3u8
吉林|临江综合频道,http://stream8.jlntv.cn/linjiang/sd/live.m3u8
吉林|珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8
吉林|公主岭综合,http://stream5.jlntv.cn/gzl/sd/live.m3u8
吉林|大安新闻综合,http://stream6.jlntv.cn/da/playlist.m3u8
吉林|洮南新闻综合,http://stream5.jlntv.cn/tn/sd/live.m3u8
吉林|通榆综合,http://stream6.jlntv.cn/ty/sd/live.m3u8
吉林|磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8
吉林|梨树综合,http://stream6.jlntv.cn/ls/sd/live.m3u8
吉林|伊通综合,http://stream6.jlntv.cn/yt/sd/live.m3u8
吉林|扶余综合,http://stream6.jlntv.cn/fy/sd/live.m3u8
吉林|乾安综合,http://stream6.jlntv.cn/qa/sd/live.m3u8
吉林|柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8
吉林|图们综合,http://stream6.jlntv.cn/tm/sd/live.m3u8
吉林|汪清综合,http://stream5.jlntv.cn/wq/sd/live.m3u8

🌠安徽地方,#genre#
安徽导视,http://dspdhls.appcoo.com:8888/live/dspd/index.m3u8
安徽经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959.flv
安徽经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959/hls.m3u8
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3.flv
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be.flv
影視頻道,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
安徽影视,https://epg.pw/stream/430a91ee7a741fab8b0cd45871529e28d51ca28dd5c0bbdc7758fb83b43e3f2a.ctv
安徽经济,https://epg.pw/stream/3938a495fba6df0234433ccd5edf43a52ab2cd39f2f57bac480ae9b63d27c55f.m3u8
安徽综艺,https://epg.pw/stream/52a67a7e9039d1da74047e93f2e80984a72f6c4103046de2f54f89c6b9607514.m3u8
灵璧综合,http://live.cms.anhuinews.com/video/s10003-lbtv/index.m3u8
滁州新闻综合,http://live.cztv.cc:85/live/xwpd.m3u8
滁州科教频道,http://live.cztv.cc:85/live/sjpd.m3u8
滁州公共频道,http://live.cztv.cc:85/live/ggpd.m3u8
滁州科教,http://live.cztv.cc:85/live/sjpd.m3u8?zanhd
滁州公共,http://live.cztv.cc:85/live/ggpd.m3u8?zanhd
祁门综合,rtmp://tv.qmxrmt.com/chan/ch1?zanhd
祁门综合,rtmp://tv.qmxrmt.com/chan/ch1
潜山新闻综合,http://60.171.171.101:8278/rtmp_export/video22.m3u8
安徽|涡阳新闻综合,http://220.180.124.18:888/live/ch1.m3u8
安徽|涡阳新闻综合1,http://220.180.124.18:888/live/ch2.m3u8
安徽|淮北矿业新闻综合,http://xcblive.hbcoal.com/3/sd/live.m3u8
安徽|安徽经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959/hls.m3u8
安徽|安徽经济生活1,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959.flv
安徽|安徽经济生活2,rtmp://112.30.194.221:11935/live/eac499adad7b49ff9cfa79ba84693959
安徽|安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
安徽|安徽影视1,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be.flv
安徽|安徽影视2,rtmp://112.30.194.221:11935/live/d18ff95cb1fb4bbcb56215e189fc12be
安徽|安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
安徽|安徽综艺体育1,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3.flv
安徽|安徽综艺体育2,rtmp://112.30.194.221:11935/live/c41f112b83f644ddb082669501c8ecd3
安徽|淮南新闻,http://112.30.194.221:20080/live/cb8cb76bfc154f579df8c9d2443127af/hls.m3u8
安徽|淮南新闻1,http://112.30.194.221:20080/live/cb8cb76bfc154f579df8c9d2443127af.flv
安徽|淮南新闻2,rtmp://112.30.194.221:11935/live/cb8cb76bfc154f579df8c9d2443127af
安徽|淮南公共,http://112.30.194.221:20080/live/6e43da3335a640b3a73c948fccf935c5/hls.m3u8
安徽|淮南公共1,http://112.30.194.221:20080/live/6e43da3335a640b3a73c948fccf935c5.flv
安徽|淮南公共2,rtmp://112.30.194.221:11935/live/6e43da3335a640b3a73c948fccf935c5
安徽|濉溪综合1,http://112.30.194.221:20080/live/7f6926bc79174b03a212fe2aad0b62b6.flv
安徽|濉溪综合2,rtmp://112.30.194.221:11935/live/7f6926bc79174b03a212fe2aad0b62b6
安徽|濉溪经济生活,http://112.30.194.221:20080/live/b4bd9bfcda3b467d8f358db687750226/hls.m3u8
安徽|濉溪经济生活1,http://112.30.194.221:20080/live/b4bd9bfcda3b467d8f358db687750226.flv
安徽|濉溪经济生活2,rtmp://112.30.194.221:11935/live/b4bd9bfcda3b467d8f358db687750226
淮北1,https://live.hbnews.net/video/xwzh/index.m3u8
淮北2,https://live.hbnews.net/video/ggpd/index.m3u8
淮北矿业,http://xcblive.hbcoal.com/3/sd/live.m3u8
固镇,http://www.guzhenm.com:7001/hls/hd-live.m3u8
祁门,http://file.qmxrmt.com/nmip-media/channellive/channel108622/playlist.m3u8
灵璧,http://live.cms.anhuinews.com/video/s10003-lbtv/index.m3u8
萧县,http://60.171.239.216:9080/hls/stream1.m3u8

🌠河南地方,#genre#
河南卫视,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/河南.php?id=hnws
河南都市,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/河南.php?id=hnds
河南民生,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/河南.php?id=hnms
