


央视卫视,#genre#
⚽️09:00肯塔吉内斯🆚森卡洛斯--哥斯甲	,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 117,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS15MDdueHNnOWd6NGR3dXguaHRtbA==
原版足球直播 118,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyNTEzMDMxLmh0bWw=
原版足球直播 119,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI1MTMwMzEuaHRtbA==
⚽️09:00阿特拿斯🆚克雷塔罗--墨联,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 120,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS14bnVqNnN2NGY2bmxoYTMuaHRtbA==
原版足球直播 121,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyNTM0MTUxLmh0bWw=
原版足球直播 122,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI1MzQxNTEuaHRtbA==
⚽️09:00墨西哥美洲队🆚蒙特瑞--墨联,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 123,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS15MTd6dHN0cTgzM2NpN3QuaHRtbA==
原版足球直播 124,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyNTMzNTkxLmh0bWw=
原版足球直播 125,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI1MzM1OTEuaHRtbA==
⚽️09:30百万富翁🆚卡利阿美利加--哥伦甲,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 126,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS13MmExNXN6aWhvenJvNzYuaHRtbA==
原版足球直播 127,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyNjc2NDQxLmh0bWw=
原版足球直播 128,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI2NzY0NDEuaHRtbA==
🏀10:00国王🆚独行侠--NBA,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
高清NBA直播42 129,http://zhibo.feylen.top/fltv/js/yoogather.php?id=aHR0cDovL3d3dy5vemJ0di5jb20vdHYvcXFsaXZlNDIuaHRtbA==
高清NBA直播43 130,http://zhibo.feylen.top/fltv/js/yoogather.php?id=aHR0cDovL3d3dy5vemJ0di5jb20vdHYvcXFsaXZlNDMuaHRtbA==
高清NBA直播71 131,http://zhibo.feylen.top/fltv/js/yoogather.php?id=aHR0cDovL3d3dy5vemJ0di5jb20vdHYvcXFsaXZlNzEuaHRtbA==
高清NBA直播81 132,http://zhibo.feylen.top/fltv/js/yoogather.php?id=aHR0cDovL3d3dy5vemJ0di5jb20vdHYvcXFsaXZlODEuaHRtbA==
⚽️10:00圣何塞体育🆚阿拉胡埃伦斯--哥斯甲	,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 133,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS04dnUybnNod2h6aHJqNzMuaHRtbA==
原版足球直播 134,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyNTEzMDAxLmh0bWw=
原版足球直播 135,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI1MTMwMDEuaHRtbA==
⚽️10:00托卢卡🆚圣路易斯竞技--墨联,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 136,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS14bmF3dnMyNndudmRidWYuaHRtbA==
原版足球直播 137,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyNTMzNDkxLmh0bWw=
原版足球直播 138,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI1MzM0OTEuaHRtbA==
⚽️11:00提华纳🆚马萨特兰FC--墨联,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 139,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS1oZnV0eXMwdDNxd2s4NzkuaHRtbA==
原版足球直播 140,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyNTMzNTQxLmh0bWw=
原版足球直播 141,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI1MzM1NDEuaHRtbA==
⚽️11:05桑托斯拉古纳 🆚普马斯--墨联,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 142,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS13MmExNXN6dm53cWxvNzYuaHRtbA==
原版足球直播 143,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyNTMzNTUxLmh0bWw=
原版足球直播 144,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI1MzM1NTEuaHRtbA==
⚽️15:00昌宁女足🆚尚武女足--韩女联,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 145,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS12NnVvcXM4OW9pb2VmNzUuaHRtbA==
原版足球直播 146,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQzMTQ5ODcxLmh0bWw=
原版足球直播 147,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDMxNDk4NzEuaHRtbA==
🏀15:00怀伊🆚南部鲨鱼--新西联,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 148,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS1xNjc2dGN2NnZ6aXN5dWIuaHRtbA==
原版篮球直播 149,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTM4MjIxMDQyLmh0bWw=
原版篮球直播 150,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItMzgyMjEwNDIuaHRtbA==
⚽️16:30三宝珑🆚塞曼巴东--印尼超,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 151,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS04dnUybnNoM3owMGtqNzMuaHRtbA==
原版足球直播 152,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQxODQ2NDAxLmh0bWw=
原版足球直播 153,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDE4NDY0MDEuaHRtbA==
⚽️17:35西部联	🆚布里斯班狮吼--澳超,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 154,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS15MDdueHNneDM4MmV3dXguaHRtbA==
原版足球直播 155,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQxNzk4NDMxLmh0bWw=
原版足球直播 156,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDE3OTg0MzEuaHRtbA==
⚽️18:00庆州FC女足🆚现代制铁女足--韩女联,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 157,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS13MmExNXNqMHF3NWxvNzYuaHRtbA==
原版足球直播 158,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQzMTQ5ODkxLmh0bWw=
原版足球直播 159,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDMxNDk4OTEuaHRtbA==
⚽️18:00水原FCM女足🆚华川KSPO女足--韩女联,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 160,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS1oZnV0eXM4YnlxaHA4NzkuaHRtbA==
原版足球直播 161,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQzMTQ5ODgxLmh0bWw=
原版足球直播 162,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDMxNDk4ODEuaHRtbA==
🏀18:00安养正官庄🆚蔚山现代太阳神--韩篮,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 163,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS14bnVqaWN4MjF4OWVoNzMuaHRtbA==
原版篮球直播 164,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTM4NDc5NDcyLmh0bWw=
原版篮球直播 165,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItMzg0Nzk0NzIuaHRtbA==
⚽️18:00首尔亚马逊女足 🆚世宗女足--韩女联,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 166,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS1qYnV4NnM0YjkybmVnYXYuaHRtbA==
原版足球直播 167,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQzMTQ5OTAxLmh0bWw=
原版足球直播 168,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDMxNDk5MDEuaHRtbA==
⚽️20:00维堡🆚维积利--丹超,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 169,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS15MDdueHNndDgzdHJ3dXguaHRtbA==
原版足球直播 170,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQzMDg2OTUxLmh0bWw=
原版足球直播 171,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDMwODY5NTEuaHRtbA==
⚽️20:00桑德捷斯基🆚利恩比--丹超,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 172,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS10b3UzM3Nmdng1Mms5dXkuaHRtbA==
原版足球直播 173,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQzMDg2OTQxLmh0bWw=
原版足球直播 174,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDMwODY5NDEuaHRtbA==
⚽️20:00德瓦FC	🆚斯乐门--印尼超,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 175,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS02M3VmOXNoNm9qd2xoN28uaHRtbA==
原版足球直播 176,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQxODQ2NDExLmh0bWw=
原版足球直播 177,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDE4NDY0MTEuaHRtbA==
⚽️21:30纳萨及玛赞达兰🆚霍拉马巴德--伊朗超,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 178,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS15MTd6dHN5Nnoyb21pN3QuaHRtbA==
原版足球直播 179,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQzMTU5MjYxLmh0bWw=
原版足球直播 180,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDMxNTkyNjEuaHRtbA==
⚽️21:30查多马卢阿尔达坎🆚阿拉克铝业--伊朗超,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 181,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS1md2FpOXNmbzhxNm1xdTkuaHRtbA==
原版足球直播 182,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQzMTU5MjUxLmh0bWw=
原版足球直播 183,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDMxNTkyNTEuaHRtbA==
⚽️21:30胡泽斯坦🆚佐伯阿汉--伊朗超,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 184,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS10Yjd5Z3N6aG41eHJxYTAuaHRtbA==
原版足球直播 185,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQzMTU5MjcxLmh0bWw=
原版足球直播 186,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDMxNTkyNzEuaHRtbA==
⚽️22:00奥胡斯🆚兰德斯--丹超,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 187,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS1nZjc4aHM4eXEzcWt5dWIuaHRtbA==
原版足球直播 188,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQzMDg2NjQxLmh0bWw=
原版足球直播 189,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDMwODY2NDEuaHRtbA==
⚽️22:00乙队🆚甲队--足球,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 190,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS15MDdueHNnYjZpb2V3dXguaHRtbA==
原版足球直播 191,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQyNTg5NTAxLmh0bWw=
原版足球直播 192,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDI1ODk1MDEuaHRtbA==
⚽️22:00韩国U17🆚沙特阿拉伯U17 --亚洲杯U17,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 193,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS1md2FpOXNmb2dvYmtxdTkuaHRtbA==
原版足球直播 194,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQzMTg4NTQxLmh0bWw=
原版足球直播 195,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDMxODg1NDEuaHRtbA==
⚽️23:40利雅得体育🆚达曼协作--沙特联,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 196,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS10Yjd5Z3NiejloMWxxYTAuaHRtbA==
原版足球直播 197,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQxNzE5NzgxLmh0bWw=
原版足球直播 198,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDE3MTk3ODEuaHRtbA==
⚽️23:50阿科多🆚利雅得青年人--沙特联,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 199,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS1qYnV4NnNmNDY5NWVnYXYuaHRtbA==
原版足球直播 200,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQxNzIwNTExLmh0bWw=
原版足球直播 201,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDE3MjA1MTEuaHRtbA==
⚽️23:50卡利杰🆚利雅得新月--沙特联,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
KL直播 202,http://zhibo.feylen.top/fltv/js/yoogather.php?id=emhhbmd5dS01MjdiM3N4NDJvNGs0N28uaHRtbA==
原版足球直播 203,http://zhibo.feylen.top/fltv/js/yoogather.php?id=cGx1LTQxNzIwMDUxLmh0bWw=
原版足球直播 204,http://zhibo.feylen.top/fltv/js/yoogather.php?id=YmItNDE3MjAwNTEuaHRtbA==
⏰04月18日赛程,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️00:00哥本哈根🆚中日德兰  --丹超,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️00:00萨格勒布迪纳摩🆚希本尼克--克罗甲,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️00:45采列🆚佛罗伦萨--欧会杯,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️00:45皇家贝蒂斯🆚乔治罗尼亚--欧会杯,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️02:00吉达联合🆚哈萨征服--沙特联,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
🏀02:00法兰克福🆚罗斯托克海狼--德甲篮,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
🏀02:30纽卡斯尔老鹰🆚曼彻斯特篮球--英超篮,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
🏀02:30莱切斯特骑士🆚萨里89人--英超篮,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️03:00托特纳姆热刺🆚法兰克福--欧联杯,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️03:00格拉斯哥流浪者🆚毕尔巴鄂竞技--欧联杯,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️03:00博多格林特🆚拉齐奥--欧联杯,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️03:00佐加顿斯🆚维也纳快速	--欧会杯,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️03:00华沙军团🆚切尔西--欧会杯,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️03:00里昂🆚曼联--欧联杯,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️08:00塞雷那🆚智利大学--智利甲,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️08:30巴伊亚🆚克鲁塞罗--巴西甲,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️13:00群马草津温泉🆚大阪俱乐部--日丙,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️14:00广西平果哈嘹	🆚南通海门珂缔缘--足协杯,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️14:00广东广州豹🆚重庆春蕾	--足协杯,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️14:00石家庄功夫🆚泰安天贶--足协杯,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️16:00PSM马卡萨🆚婆罗洲--印尼超,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️17:35惠灵顿凤凰🆚阿德莱德联--澳超,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️18:00河静红林🆚黄安嘉莱--越南联,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️18:00亚历山德里亚🆚沃尔斯克拉--乌超,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
⚽️19:00卢顿🆚德比郡--英冠,https://txmov2.a.kwimgs.com/upic/2023/12/19/12/BMjAyMzEyMTkxMjA5MjdfNjg5Nzk0MzU3XzEyMDAzMjM1OTI5MV8yXzM=_b_B1f3d464de4608d0156eeea44c3b9dd02.mp4
